OTU,Sample,Abundance,bases,avgLength,size_MB,Experiment,LibraryName,Model,SRAStudy,BioProject,sample_Sample,BioSample,SampleName,Description,Kingdom,Phylum,Class,Order,Family,Genus,Species
KX648433.1.1278,SRR21726043,0.03229738,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_tertium
MF445120.1.1210,SRR21726043,0.032117689,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_nematodiphila
KC260589.1.1366,SRR21726022,0.031708534,341290243,500,113,SRX17721959,32_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251983,SAMN31036824,32_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,uncultured_bacterium
JQ215638.1.1350,SRR21726020,0.031451098,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,uncultured_bacterium
KC260589.1.1366,SRR21726020,0.030835632,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,uncultured_bacterium
LC194925.1.1470,SRR21726043,0.030531727,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_3,uncultured_bacterium
KT005682.1.1200,SRR21726043,0.029867654,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_sp.
JQ665365.1.1211,SRR21726043,0.029180143,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_owensii
JQ211758.1.1348,SRR21726049,0.028720194,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,uncultured_bacterium
JQ215733.1.1343,SRR21726048,0.028581693,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured_bacterium
KF699866.1.1418,SRR21726043,0.02771137,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas_caviae
KX212247.1.1200,SRR21726040,0.027129214,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_aeruginosa
KU687332.1.1206,SRR21726051,0.026789316,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter_cloacae
KU533822.1.1490,SRR21726048,0.026705521,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_sp.4SWWS3-28
DQ809514.1.1292,SRR21726043,0.026406663,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,uncultured_bacterium
FPLP01003998.13.1512,SRR21726019,0.025894081,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,metagenome
JN981163.1.1221,SRR21726043,0.025750402,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,uncultured_bacterium
KX940816.1.1301,SRR21726040,0.025212802,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,uncultured_Salmonella
LC318259.1.1364,SRR21726042,0.024000068,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,uncultured_Klebsiella
AB083432.1.1484,SRR21726023,0.02395154,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Plesiocystis,Plesiocystis_pacifica
KT799837.1.1507,SRR21726021,0.023895386,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteriaceae_bacterium
FJ716854.1.1460,SRR21726023,0.023556989,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,uncultured_bacterium
AB681556.1.1385,SRR21726020,0.02324748,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sp.
KF650757.1.1491,SRR21726048,0.023033013,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_sp.
KP299857.1.1430,SRR21726049,0.022596296,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,uncultured_bacterium
KX212257.1.1200,SRR21726042,0.022443489,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Klebsiella_oxytoca
FJ959819.1.1413,SRR21726050,0.02188066,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella,uncultured_bacterium
JQ213442.1.1362,SRR21726049,0.021874445,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_bacterium
FJ202500.1.1467,SRR21726023,0.02172349,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,uncultured_bacterium
EU463472.1.1377,SRR21726049,0.021714691,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,uncultured_bacterium
JN981163.1.1221,SRR21726051,0.021668173,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,uncultured_bacterium
KF924610.1.1424,SRR21726049,0.021199929,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_pacificus
KC494697.1.1393,SRR21726045,0.020821804,293530160,484,103,SRX17721936,42_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251960,SAMN31036834,42_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_gallinarum
AB062751.1.1508,SRR21726020,0.020715499,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Haliangium_tepidum
JQ404489.1.1350,SRR21726043,0.020601884,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_sp.
FJ493014.1.1358,SRR21726040,0.020517591,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter,Pannonibacter_phragmitetus
KU522188.1.1268,SRR21726051,0.020384553,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium_radiobacter
AMBZ01000002.722987.724525,SRR21726043,0.020117502,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_alvei
DQ906716.1.1506,SRR21726021,0.019985845,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_marine
HG964474.1.1514,SRR21726043,0.019640932,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sp.
FJ792184.1.1379,SRR21726018,0.019569725,252048132,500,102,SRX17721963,36_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251987,SAMN31036828,36_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured_bacterium
JQ215638.1.1350,SRR21726029,0.019556005,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,uncultured_bacterium
JQ194064.1.1337,SRR21726046,0.019456994,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured_bacterium
KJ820916.1.1219,SRR21726042,0.019169599,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas_hydrophila
KF924610.1.1424,SRR21726046,0.019038958,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_pacificus
FJ203342.1.1386,SRR21726049,0.018933791,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,uncultured_bacterium
JQ211715.1.1350,SRR21726021,0.018907351,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_bacterium
KF924610.1.1424,SRR21726023,0.01880691,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_pacificus
JQ209006.1.1358,SRR21726021,0.018132183,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_bacterium
LS483465.3842185.3843714,SRR21726040,0.017978345,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica
JQ194064.1.1337,SRR21726021,0.017929965,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured_bacterium
JF272178.1.1423,SRR21726023,0.017909501,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,uncultured_bacterium
JQ213442.1.1362,SRR21726046,0.017806853,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_bacterium
FJ792184.1.1379,SRR21726050,0.017719908,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured_bacterium
JQ210745.1.1365,SRR21726052,0.01764376,412561192,500,137,SRX17721929,27_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251953,SAMN31036819,27_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter,uncultured_bacterium
MF070526.1.1441,SRR21726040,0.017427376,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_sp.
JF272109.1.1486,SRR21726023,0.017398906,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_bacterium
JQ213442.1.1362,SRR21726018,0.01723691,252048132,500,102,SRX17721963,36_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251987,SAMN31036828,36_16S,Green turtle juvenile esophageal swab,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_bacterium
CXYW01000009.360.1734,SRR21726043,0.016898702,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,Lachnospiraceae_bacterium
JQ209006.1.1358,SRR21726050,0.016887758,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,uncultured_bacterium
FJ203295.1.1457,SRR21726029,0.016856992,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured,uncultured_bacterium
EF471465.1.1394,SRR21726046,0.016816768,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,uncultured_Alphaproteobacteria
FJ792184.1.1379,SRR21726048,0.016765798,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured_bacterium
KC527459.1.1244,SRR21726021,0.016649253,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,uncultured_bacterium
JQ211758.1.1348,SRR21726018,0.016588906,252048132,500,102,SRX17721963,36_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251987,SAMN31036828,36_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,uncultured_bacterium
KP313827.1.1410,SRR21726049,0.01643098,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum_holothuriorum
EU460605.1.1365,SRR21726042,0.016284854,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,uncultured_bacterium
JF412238.1.1442,SRR21726018,0.015811301,252048132,500,102,SRX17721963,36_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251987,SAMN31036828,36_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio_logei
JQ210745.1.1365,SRR21726022,0.015758892,341290243,500,113,SRX17721959,32_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251983,SAMN31036824,32_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter,uncultured_bacterium
MH179119.1.1207,SRR21726051,0.015573478,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Azospirillum_brasilense
AB973384.1.1269,SRR21726044,0.015464014,355385245,500,127,SRX17721937,43_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251961,SAMN31036835,43_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,Clostridium_sp.
